Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Snohomish County, Washington",53061,"3.10 (2.40, 4.98)","3.37 (2.73, 5.16)","3.57 (2.99, 4.97)","4.19 (3.51, 5.38)","5.25 (3.72, 6.03)","5.78 (3.80, 6.72)","5.97 (3.86, 7.01)","6.12 (3.96, 7.31)","97.42 (2.24, 179.71)"
"Spokane County, Washington",53063,"3.54 (2.77, 5.46)","3.74 (3.06, 5.56)","4.20 (3.55, 5.83)","5.03 (4.15, 6.34)","6.16 (4.40, 7.05)","6.83 (4.53, 7.95)","7.16 (4.53, 8.39)","7.50 (4.83, 8.83)","112.04 (9.47, 201.48)"
"Stevens County, Washington",53065,"3.58 (2.57, 5.75)","3.92 (2.93, 6.09)","4.40 (3.42, 6.31)","5.21 (4.12, 6.82)","6.23 (4.35, 7.70)","7.01 (4.51, 8.76)","7.22 (4.37, 9.15)","7.44 (4.42, 9.44)","107.63 (-0.46, 219.33)"
"Thurston County, Washington",53067,"2.93 (2.25, 4.77)","3.22 (2.57, 4.89)","3.67 (3.03, 5.06)","4.46 (3.66, 5.72)","5.56 (3.96, 6.53)","6.35 (4.18, 7.52)","6.71 (4.26, 8.02)","7.14 (4.54, 8.72)","143.62 (21.76, 256.45)"
"Wahkiakum County, Washington",53069,"2.43 (1.70, 4.00)","2.73 (1.94, 4.34)","3.06 (2.27, 4.53)","3.60 (2.66, 4.89)","4.40 (2.89, 5.72)","5.18 (3.19, 6.95)","5.45 (3.11, 7.33)","5.73 (3.28, 7.83)","135.66 (17.81, 264.74)"
"Walla Walla County, Washington",53071,"3.06 (2.27, 5.00)","3.38 (2.58, 5.05)","3.81 (3.04, 5.29)","4.61 (3.67, 5.91)","5.67 (4.02, 6.92)","6.48 (4.26, 8.04)","6.77 (4.17, 8.44)","7.11 (4.34, 8.98)","132.09 (16.77, 238.23)"
"Whatcom County, Washington",53073,"2.76 (2.09, 4.31)","3.07 (2.42, 4.59)","3.45 (2.79, 4.79)","4.21 (3.46, 5.40)","5.23 (3.76, 6.17)","5.85 (3.90, 6.94)","6.22 (4.11, 7.53)","6.48 (4.24, 7.88)","135.02 (22.13, 245.60)"
"Whitman County, Washington",53075,"2.85 (2.10, 4.68)","3.09 (2.36, 4.81)","3.40 (2.71, 4.85)","4.06 (3.24, 5.47)","5.02 (3.52, 6.19)","5.66 (3.62, 7.05)","5.92 (3.58, 7.49)","6.09 (3.69, 7.75)","113.94 (11.74, 219.21)"
"Yakima County, Washington",53077,"3.06 (2.39, 4.79)","3.32 (2.68, 5.04)","3.76 (3.13, 5.20)","4.32 (3.54, 5.45)","5.30 (3.83, 6.24)","5.90 (3.81, 6.95)","6.05 (3.88, 7.26)","6.26 (4.02, 7.48)","104.52 (5.81, 185.74)"
West Virginia,54,"2.59 (2.15, 4.08)","2.83 (2.43, 4.25)","3.17 (2.82, 4.43)","3.77 (3.13, 4.76)","4.59 (3.25, 5.11)","5.12 (3.35, 5.74)","5.31 (3.39, 5.98)","5.56 (3.61, 6.37)","114.82 (14.36, 183.69)"
"Barbour County, West Virginia",54001,"2.51 (1.83, 4.12)","2.70 (2.01, 4.27)","2.98 (2.27, 4.33)","3.58 (2.72, 4.76)","4.39 (2.97, 5.68)","4.91 (3.03, 6.49)","4.90 (3.01, 6.59)","5.19 (3.11, 7.00)","106.51 (3.32, 215.38)"
"Berkeley County, West Virginia",54003,"2.77 (2.10, 4.36)","3.06 (2.35, 4.65)","3.39 (2.73, 4.70)","4.04 (3.23, 5.25)","4.97 (3.41, 6.12)","5.66 (3.65, 7.06)","5.94 (3.78, 7.41)","6.33 (4.05, 8.04)","128.93 (20.19, 236.30)"
"Boone County, West Virginia",54005,"2.30 (1.66, 3.77)","2.51 (1.86, 3.95)","2.82 (2.15, 4.13)","3.36 (2.55, 4.52)","4.10 (2.85, 5.27)","4.48 (2.77, 5.93)","4.63 (2.83, 6.22)","4.91 (3.08, 6.69)","113.50 (5.18, 225.22)"
"Braxton County, West Virginia",54007,"2.54 (1.85, 4.15)","2.77 (2.08, 4.30)","3.03 (2.33, 4.25)","3.59 (2.75, 4.68)","4.34 (2.94, 5.52)","4.80 (3.01, 6.24)","4.78 (2.83, 6.40)","4.93 (2.94, 6.64)","94.39 (-2.65, 191.81)"
"Brooke County, West Virginia",54009,"2.58 (1.85, 4.13)","2.78 (2.09, 4.25)","3.07 (2.37, 4.36)","3.59 (2.73, 4.75)","4.35 (3.03, 5.55)","4.82 (3.03, 6.33)","4.99 (3.04, 6.63)","5.07 (3.05, 6.74)","96.86 (-2.04, 201.14)"
"Cabell County, West Virginia",54011,"2.43 (1.88, 3.95)","2.65 (2.10, 4.07)","3.06 (2.52, 4.36)","3.66 (2.98, 4.78)","4.43 (3.05, 5.32)","4.95 (3.20, 6.01)","5.22 (3.33, 6.43)","5.48 (3.47, 6.85)","125.69 (19.55, 228.53)"
"Calhoun County, West Virginia",54013,"2.42 (1.69, 3.94)","2.58 (1.86, 4.05)","2.83 (2.12, 4.03)","3.31 (2.46, 4.52)","4.02 (2.68, 5.28)","4.32 (2.64, 5.78)","4.45 (2.62, 6.14)","4.60 (2.67, 6.44)","89.99 (-5.68, 194.36)"
"Clay County, West Virginia",54015,"2.39 (1.69, 3.99)","2.59 (1.88, 4.11)","2.93 (2.16, 4.34)","3.45 (2.55, 4.77)","4.19 (2.78, 5.51)","4.60 (2.81, 6.29)","4.50 (2.73, 6.29)","4.73 (2.75, 6.73)","97.95 (0.96, 204.36)"
"Doddridge County, West Virginia",54017,"2.62 (1.85, 4.26)","2.87 (2.06, 4.39)","3.18 (2.38, 4.55)","3.82 (2.85, 5.05)","4.75 (3.24, 6.20)","5.20 (3.21, 6.99)","5.57 (3.33, 7.65)","5.88 (3.52, 8.31)","124.17 (12.56, 240.56)"
"Fayette County, West Virginia",54019,"2.60 (1.90, 4.23)","2.79 (2.12, 4.22)","3.14 (2.49, 4.40)","3.77 (2.97, 4.84)","4.47 (3.11, 5.55)","4.98 (3.13, 6.33)","5.11 (3.17, 6.59)","5.38 (3.34, 7.04)","107.13 (9.76, 207.92)"
"Gilmer County, West Virginia",54021,"2.46 (1.70, 4.07)","2.60 (1.85, 4.11)","2.84 (2.05, 4.12)","3.37 (2.48, 4.53)","4.18 (2.79, 5.54)","4.96 (3.00, 6.74)","5.22 (3.04, 7.24)","5.31 (3.15, 7.44)","115.80 (12.03, 237.95)"
"Grant County, West Virginia",54023,"2.81 (2.07, 4.42)","3.11 (2.34, 4.72)","3.51 (2.74, 5.01)","4.23 (3.27, 5.57)","5.24 (3.66, 6.68)","5.80 (3.77, 7.57)","6.08 (3.77, 7.97)","6.33 (4.01, 8.41)","125.76 (18.62, 241.64)"
"Greenbrier County, West Virginia",54025,"2.93 (2.19, 4.74)","3.15 (2.43, 4.83)","3.54 (2.82, 5.00)","4.17 (3.27, 5.37)","5.02 (3.51, 6.14)","5.54 (3.64, 6.86)","5.62 (3.56, 7.15)","5.84 (3.76, 7.48)","99.25 (3.37, 193.84)"
"Hampshire County, West Virginia",54027,"2.59 (1.93, 4.12)","2.84 (2.14, 4.35)","3.20 (2.51, 4.46)","3.82 (2.92, 4.91)","4.71 (3.19, 5.92)","5.18 (3.31, 6.65)","5.42 (3.36, 7.21)","5.54 (3.44, 7.42)","113.75 (10.95, 222.13)"
"Hancock County, West Virginia",54029,"2.25 (1.66, 3.57)","2.43 (1.87, 3.64)","2.69 (2.11, 3.81)","3.16 (2.47, 4.07)","3.79 (2.63, 4.74)","4.25 (2.68, 5.42)","4.30 (2.69, 5.58)","4.46 (2.71, 5.88)","97.85 (-0.20, 188.56)"
"Hardy County, West Virginia",54031,"2.70 (1.92, 4.27)","2.93 (2.18, 4.48)","3.27 (2.50, 4.66)","3.89 (2.94, 5.11)","4.78 (3.35, 6.05)","5.27 (3.43, 6.82)","5.55 (3.42, 7.34)","5.95 (3.74, 7.90)","120.59 (12.17, 232.80)"
"Harrison County, West Virginia",54033,"2.59 (2.00, 4.18)","2.85 (2.26, 4.36)","3.22 (2.66, 4.58)","3.83 (3.13, 5.01)","4.68 (3.30, 5.72)","5.18 (3.30, 6.38)","5.39 (3.38, 6.66)","5.64 (3.50, 7.09)","117.64 (12.41, 215.14)"
"Jackson County, West Virginia",54035,"2.71 (2.00, 4.43)","2.94 (2.21, 4.54)","3.29 (2.57, 4.64)","3.92 (3.08, 5.14)","4.72 (3.29, 5.98)","5.25 (3.38, 6.74)","5.31 (3.28, 6.94)","5.42 (3.39, 7.14)","100.28 (2.68, 197.39)"
"Jefferson County, West Virginia",54037,"2.86 (2.08, 4.54)","3.07 (2.31, 4.69)","3.35 (2.64, 4.72)","3.92 (3.08, 5.05)","4.73 (3.31, 5.92)","5.19 (3.27, 6.57)","5.43 (3.30, 7.02)","5.72 (3.53, 7.57)","100.17 (2.47, 194.97)"
"Kanawha County, West Virginia",54039,"2.83 (2.24, 4.42)","3.16 (2.57, 4.76)","3.52 (2.94, 4.87)","4.15 (3.38, 5.30)","5.19 (3.62, 6.04)","5.93 (3.79, 7.07)","6.09 (3.82, 7.34)","6.40 (4.11, 7.76)","126.09 (23.26, 217.27)"
"Lewis County, West Virginia",54041,"2.38 (1.74, 3.83)","2.60 (1.93, 3.97)","2.91 (2.23, 4.16)","3.43 (2.54, 4.49)","4.14 (2.79, 5.37)","4.64 (2.90, 6.06)","4.67 (2.82, 6.25)","4.82 (2.87, 6.52)","102.48 (4.63, 208.58)"
"Lincoln County, West Virginia",54043,"2.53 (1.87, 4.23)","2.78 (2.12, 4.31)","3.13 (2.45, 4.45)","3.73 (2.90, 4.90)","4.64 (3.22, 5.87)","5.10 (3.27, 6.64)","5.23 (3.25, 6.80)","5.51 (3.43, 7.34)","118.27 (12.07, 223.46)"
"Logan County, West Virginia",54045,"2.38 (1.72, 3.84)","2.51 (1.87, 3.93)","2.77 (2.12, 3.87)","3.21 (2.40, 4.20)","3.86 (2.57, 4.96)","4.24 (2.69, 5.56)","4.40 (2.75, 5.82)","4.63 (2.89, 6.27)","94.56 (0.80, 194.52)"
"Marion County, West Virginia",54049,"2.35 (1.74, 3.76)","2.61 (1.98, 4.01)","2.95 (2.33, 4.12)","3.49 (2.74, 4.44)","4.26 (2.88, 5.18)","4.75 (3.01, 5.89)","4.96 (3.09, 6.21)","5.24 (3.22, 6.67)","122.93 (13.56, 225.03)"
"Marshall County, West Virginia",54051,"2.43 (1.81, 4.01)","2.65 (2.03, 4.09)","2.92 (2.30, 4.13)","3.40 (2.65, 4.49)","4.07 (2.85, 5.10)","4.46 (2.84, 5.74)","4.59 (2.85, 6.01)","4.79 (3.02, 6.38)","96.81 (-1.38, 200.57)"
"Mason County, West Virginia",54053,"2.52 (1.82, 4.07)","2.74 (2.02, 4.23)","3.06 (2.34, 4.40)","3.67 (2.79, 4.87)","4.49 (3.05, 5.70)","4.87 (3.13, 6.33)","5.09 (3.12, 6.75)","5.30 (3.30, 7.19)","110.00 (7.65, 213.66)"
"McDowell County, West Virginia",54047,"2.63 (1.89, 4.29)","2.72 (2.05, 4.12)","3.02 (2.31, 4.27)","3.44 (2.65, 4.49)","4.02 (2.76, 5.13)","4.31 (2.77, 5.66)","4.54 (2.79, 6.03)","4.72 (2.88, 6.47)","79.57 (-10.43, 169.22)"
"Mercer County, West Virginia",54055,"2.43 (1.85, 3.85)","2.64 (2.10, 3.92)","2.99 (2.42, 4.15)","3.48 (2.76, 4.53)","4.15 (2.84, 5.04)","4.60 (2.92, 5.72)","4.89 (3.04, 6.20)","5.09 (3.15, 6.43)","109.73 (10.36, 203.77)"
"Mineral County, West Virginia",54057,"3.03 (2.20, 4.87)","3.28 (2.46, 5.03)","3.69 (2.87, 5.24)","4.36 (3.45, 5.62)","5.40 (3.84, 6.68)","5.97 (3.87, 7.63)","6.23 (3.94, 8.05)","6.38 (4.02, 8.39)","110.63 (11.26, 214.70)"
"Mingo County, West Virginia",54059,"2.32 (1.70, 3.80)","2.48 (1.87, 3.89)","2.75 (2.15, 3.92)","3.17 (2.46, 4.25)","3.75 (2.53, 4.75)","4.04 (2.53, 5.26)","4.21 (2.64, 5.53)","4.43 (2.69, 5.84)","91.05 (-1.98, 179.43)"
"Monongalia County, West Virginia",54061,"2.36 (1.77, 3.86)","2.58 (2.00, 3.94)","2.89 (2.32, 4.07)","3.49 (2.78, 4.51)","4.32 (2.98, 5.26)","4.81 (3.04, 5.96)","4.90 (3.07, 6.22)","5.17 (3.17, 6.58)","119.13 (11.29, 229.79)"
"Monroe County, West Virginia",54063,"2.79 (1.95, 4.67)","2.97 (2.13, 4.69)","3.30 (2.44, 4.75)","3.85 (2.85, 5.27)","4.59 (3.10, 5.94)","5.04 (3.15, 6.69)","5.22 (3.20, 7.08)","5.37 (3.30, 7.35)","92.77 (-5.34, 192.52)"
"Morgan County, West Virginia",54065,"2.39 (1.70, 3.83)","2.65 (1.95, 4.08)","2.99 (2.31, 4.28)","3.57 (2.70, 4.71)","4.38 (2.93, 5.60)","4.84 (3.06, 6.35)","5.12 (3.21, 6.90)","5.30 (3.26, 7.21)","121.52 (16.29, 233.64)"
"Nicholas County, West Virginia",54067,"2.83 (2.04, 4.63)","3.10 (2.29, 4.87)","3.46 (2.70, 4.95)","4.11 (3.21, 5.54)","5.02 (3.48, 6.33)","5.59 (3.55, 7.26)","5.75 (3.65, 7.59)","6.07 (3.86, 8.09)","114.55 (6.53, 224.72)"
"Ohio County, West Virginia",54069,"2.63 (1.97, 4.12)","2.86 (2.25, 4.19)","3.14 (2.52, 4.25)","3.72 (2.97, 4.73)","4.42 (3.02, 5.43)","4.75 (3.02, 5.95)","4.82 (3.03, 6.09)","4.98 (3.05, 6.41)","89.42 (-1.33, 174.23)"
"Pendleton County, West Virginia",54071,"2.46 (1.75, 3.94)","2.72 (2.02, 4.25)","3.05 (2.32, 4.38)","3.67 (2.83, 4.87)","4.54 (3.14, 5.92)","4.94 (3.15, 6.53)","5.16 (3.28, 6.91)","5.50 (3.46, 7.50)","123.71 (15.02, 234.02)"
"Pleasants County, West Virginia",54073,"2.76 (1.96, 4.52)","2.98 (2.14, 4.74)","3.33 (2.46, 4.77)","3.91 (2.85, 5.24)","4.72 (3.06, 6.11)","5.17 (3.09, 6.93)","5.43 (3.20, 7.57)","5.64 (3.26, 8.08)","104.05 (3.39, 227.15)"
"Pocahontas County, West Virginia",54075,"2.62 (1.82, 4.25)","2.87 (2.06, 4.44)","3.20 (2.40, 4.61)","3.84 (2.89, 5.12)","4.71 (3.25, 6.07)","5.28 (3.30, 7.06)","5.30 (3.25, 7.25)","5.52 (3.32, 7.62)","110.92 (5.07, 222.48)"
"Preston County, West Virginia",54077,"2.61 (1.91, 4.22)","2.87 (2.13, 4.46)","3.28 (2.57, 4.79)","3.88 (3.03, 5.10)","4.77 (3.31, 5.99)","5.29 (3.33, 6.66)","5.55 (3.45, 7.16)","5.81 (3.63, 7.54)","122.80 (12.14, 226.34)"
"Putnam County, West Virginia",54079,"2.95 (2.13, 4.81)","3.22 (2.45, 5.03)","3.57 (2.83, 5.08)","4.30 (3.40, 5.49)","5.34 (3.72, 6.62)","5.91 (3.76, 7.42)","6.05 (3.65, 7.78)","6.40 (3.94, 8.30)","117.38 (8.87, 222.90)"
"Raleigh County, West Virginia",54081,"2.56 (1.94, 4.16)","2.81 (2.18, 4.30)","3.14 (2.52, 4.41)","3.84 (3.08, 4.91)","4.70 (3.25, 5.67)","5.30 (3.49, 6.54)","5.57 (3.55, 7.05)","5.81 (3.72, 7.33)","127.02 (20.50, 232.15)"
"Randolph County, West Virginia",54083,"2.48 (1.80, 4.08)","2.68 (2.04, 4.13)","3.01 (2.36, 4.32)","3.59 (2.79, 4.66)","4.39 (3.03, 5.42)","4.87 (3.05, 6.15)","5.11 (3.12, 6.57)","5.41 (3.30, 7.03)","118.40 (10.96, 223.99)"
"Ritchie County, West Virginia",54085,"2.61 (1.87, 4.25)","2.86 (2.09, 4.42)","3.19 (2.45, 4.63)","3.73 (2.89, 4.94)","4.47 (3.09, 5.80)","5.06 (3.21, 6.59)","5.24 (3.18, 7.06)","5.34 (3.27, 7.20)","104.68 (6.89, 212.53)"
"Roane County, West Virginia",54087,"2.20 (1.54, 3.58)","2.41 (1.75, 3.75)","2.71 (2.00, 3.93)","3.15 (2.36, 4.22)","3.77 (2.51, 4.91)","4.20 (2.61, 5.59)","4.19 (2.51, 5.65)","4.33 (2.64, 5.91)","97.03 (1.16, 197.00)"
"Summers County, West Virginia",54089,"2.72 (1.94, 4.46)","2.95 (2.16, 4.64)","3.25 (2.49, 4.74)","3.78 (2.88, 5.07)","4.76 (3.22, 6.19)","5.18 (3.26, 6.74)","5.27 (3.18, 7.05)","5.41 (3.25, 7.36)","98.78 (-0.11, 194.32)"
"Taylor County, West Virginia",54091,"2.45 (1.77, 4.01)","2.67 (2.00, 4.08)","3.01 (2.32, 4.25)","3.57 (2.70, 4.72)","4.39 (2.97, 5.64)","4.77 (2.96, 6.18)","4.98 (3.08, 6.63)","5.22 (3.21, 6.99)","113.06 (7.22, 223.00)"
"Tucker County, West Virginia",54093,"2.97 (2.05, 4.91)","3.28 (2.32, 5.30)","3.69 (2.71, 5.41)","4.45 (3.25, 6.10)","5.52 (3.49, 7.27)","6.23 (3.68, 8.50)","6.34 (3.72, 8.89)","6.52 (3.77, 9.16)","119.50 (12.16, 239.91)"
"Tyler County, West Virginia",54095,"2.52 (1.83, 4.19)","2.75 (2.05, 4.30)","3.05 (2.31, 4.49)","3.60 (2.68, 4.80)","4.38 (2.89, 5.74)","4.78 (2.97, 6.43)","4.87 (2.93, 6.69)","5.07 (3.05, 6.95)","101.44 (3.41, 202.12)"
"Upshur County, West Virginia",54097,"2.27 (1.62, 3.70)","2.50 (1.82, 3.84)","2.80 (2.09, 4.10)","3.42 (2.56, 4.56)","4.22 (2.84, 5.52)","4.69 (2.80, 6.20)","4.85 (2.88, 6.55)","5.05 (2.94, 6.96)","122.96 (7.84, 233.35)"
"Wayne County, West Virginia",54099,"2.35 (1.72, 3.88)","2.63 (1.99, 4.11)","3.01 (2.38, 4.28)","3.62 (2.86, 4.72)","4.42 (3.05, 5.55)","5.04 (3.22, 6.37)","5.22 (3.21, 6.61)","5.60 (3.53, 7.23)","138.16 (25.61, 248.13)"
"Webster County, West Virginia",54101,"2.71 (1.89, 4.44)","2.93 (2.14, 4.65)","3.27 (2.45, 4.76)","3.82 (2.83, 5.22)","4.57 (3.17, 5.89)","5.13 (3.10, 6.77)","5.40 (3.16, 7.26)","5.59 (3.32, 7.77)","106.08 (-1.14, 214.09)"
"Wetzel County, West Virginia",54103,"2.58 (1.92, 4.18)","2.84 (2.15, 4.39)","3.17 (2.49, 4.46)","3.83 (2.99, 4.98)","4.71 (3.26, 5.85)","5.18 (3.35, 6.71)","5.31 (3.31, 6.94)","5.48 (3.42, 7.29)","112.10 (8.72, 212.97)"
"Wirt County, West Virginia",54105,"2.55 (1.75, 4.24)","2.76 (1.96, 4.32)","3.05 (2.24, 4.37)","3.63 (2.65, 4.94)","4.46 (2.99, 6.09)","4.90 (2.96, 6.91)","5.36 (3.10, 7.56)","5.35 (3.09, 7.79)","109.48 (6.60, 224.38)"
"Wood County, West Virginia",54107,"2.87 (2.20, 4.56)","3.16 (2.49, 4.80)","3.47 (2.81, 4.86)","4.08 (3.32, 5.22)","4.90 (3.46, 5.83)","5.47 (3.61, 6.67)","5.60 (3.60, 6.89)","5.90 (3.75, 7.35)","105.94 (8.71, 192.60)"
"Wyoming County, West Virginia",54109,"2.44 (1.76, 4.03)","2.72 (2.01, 4.16)","3.07 (2.34, 4.26)","3.72 (2.80, 4.89)","4.55 (3.07, 5.73)","5.13 (3.21, 6.61)","5.30 (3.30, 6.94)","5.64 (3.50, 7.50)","130.94 (14.30, 249.96)"
Wisconsin,55,"2.64 (2.22, 4.07)","2.89 (2.50, 4.22)","3.28 (2.93, 4.47)","3.93 (3.33, 4.88)","4.84 (3.52, 5.36)","5.45 (3.64, 6.08)","5.66 (3.65, 6.34)","5.97 (3.89, 6.78)","126.60 (17.18, 191.77)"
"Adams County, Wisconsin",55001,"2.35 (1.72, 3.80)","2.64 (2.01, 4.05)","2.97 (2.33, 4.14)","3.48 (2.75, 4.46)","4.35 (3.09, 5.33)","4.91 (3.14, 6.21)","5.02 (3.19, 6.41)","5.42 (3.44, 7.10)","130.75 (18.14, 241.40)"
"Ashland County, Wisconsin",55003,"2.73 (1.99, 4.44)","2.94 (2.22, 4.48)","3.29 (2.56, 4.63)","3.89 (3.04, 5.05)","4.73 (3.34, 5.97)","5.19 (3.37, 6.65)","5.43 (3.40, 7.04)","5.63 (3.53, 7.37)","106.32 (7.36, 209.49)"
"Barron County, Wisconsin",55005,"2.71 (2.06, 4.34)","2.94 (2.31, 4.53)","3.29 (2.70, 4.69)","4.00 (3.23, 5.22)","4.87 (3.38, 5.97)","5.55 (3.64, 6.78)","5.76 (3.60, 7.18)","5.97 (3.75, 7.54)","120.12 (11.19, 215.55)"
"Bayfield County, Wisconsin",55007,"2.50 (1.81, 4.14)","2.71 (2.02, 4.26)","3.00 (2.32, 4.34)","3.50 (2.71, 4.62)","4.20 (2.87, 5.43)","4.64 (2.90, 6.08)","4.67 (2.78, 6.19)","4.66 (2.78, 6.30)","86.36 (-10.36, 181.13)"
"Brown County, Wisconsin",55009,"2.64 (2.07, 4.13)","2.88 (2.33, 4.32)","3.21 (2.66, 4.42)","3.79 (3.10, 4.71)","4.68 (3.39, 5.54)","5.24 (3.46, 6.24)","5.44 (3.47, 6.58)","5.70 (3.69, 6.94)","116.18 (12.44, 205.93)"
"Buffalo County, Wisconsin",55011,"2.46 (1.77, 4.04)","2.72 (2.06, 4.29)","3.05 (2.34, 4.39)","3.63 (2.83, 4.80)","4.46 (3.09, 5.78)","5.01 (3.17, 6.58)","5.26 (3.29, 7.06)","5.67 (3.47, 7.63)","130.23 (14.45, 241.94)"
"Burnett County, Wisconsin",55013,"2.24 (1.61, 3.68)","2.36 (1.76, 3.65)","2.62 (2.00, 3.77)","3.12 (2.37, 4.02)","3.78 (2.61, 4.73)","4.14 (2.62, 5.43)","4.14 (2.57, 5.51)","4.31 (2.66, 5.69)","92.34 (-2.40, 190.61)"
"Calumet County, Wisconsin",55015,"2.76 (2.05, 4.38)","3.06 (2.35, 4.61)","3.47 (2.76, 4.81)","4.16 (3.28, 5.31)","5.05 (3.56, 6.22)","5.80 (3.75, 7.34)","6.08 (3.81, 7.74)","6.70 (4.21, 8.68)","143.10 (24.46, 258.68)"
"Chippewa County, Wisconsin",55017,"3.02 (2.29, 4.69)","3.29 (2.58, 4.87)","3.69 (3.03, 5.07)","4.43 (3.58, 5.67)","5.44 (3.90, 6.69)","6.15 (4.05, 7.60)","6.29 (4.08, 7.87)","6.57 (4.19, 8.26)","117.86 (11.20, 209.14)"
"Clark County, Wisconsin",55019,"2.31 (1.76, 3.65)","2.53 (1.96, 3.81)","2.86 (2.27, 4.01)","3.39 (2.70, 4.33)","4.10 (2.89, 5.05)","4.63 (3.02, 5.92)","4.82 (3.01, 6.20)","5.00 (3.16, 6.59)","116.71 (9.52, 216.74)"
"Columbia County, Wisconsin",55021,"2.44 (1.83, 3.92)","2.66 (2.05, 4.10)","2.97 (2.41, 4.25)","3.55 (2.85, 4.71)","4.25 (2.97, 5.20)","4.73 (2.99, 5.88)","4.82 (2.98, 6.01)","5.08 (3.07, 6.47)","108.54 (5.04, 208.67)"
"Crawford County, Wisconsin",55023,"2.62 (1.91, 4.12)","2.85 (2.16, 4.34)","3.15 (2.42, 4.44)","3.69 (2.84, 4.81)","4.44 (3.06, 5.67)","4.87 (3.04, 6.35)","4.96 (3.05, 6.54)","5.08 (3.08, 6.82)","93.95 (-3.95, 196.49)"
"Dane County, Wisconsin",55025,"2.76 (2.17, 4.38)","3.10 (2.52, 4.56)","3.54 (2.96, 4.82)","4.25 (3.54, 5.31)","5.37 (3.83, 6.22)","6.00 (3.95, 7.05)","6.43 (4.16, 7.53)","6.94 (4.48, 8.26)","151.83 (30.98, 251.66)"
"Dodge County, Wisconsin",55027,"2.24 (1.73, 3.56)","2.50 (2.01, 3.79)","2.84 (2.32, 3.97)","3.44 (2.78, 4.41)","4.23 (3.01, 5.05)","4.77 (3.08, 5.83)","5.05 (3.18, 6.26)","5.25 (3.23, 6.61)","134.19 (21.47, 235.64)"
"Door County, Wisconsin",55029,"2.77 (2.10, 4.38)","2.94 (2.27, 4.43)","3.27 (2.60, 4.59)","3.74 (2.94, 4.75)","4.43 (3.16, 5.46)","4.81 (3.16, 6.00)","4.95 (3.13, 6.24)","5.13 (3.30, 6.62)","85.04 (-3.28, 169.26)"
"Douglas County, Wisconsin",55031,"2.54 (1.94, 4.04)","2.79 (2.17, 4.23)","3.18 (2.54, 4.44)","3.79 (3.03, 4.96)","4.59 (3.24, 5.60)","5.12 (3.27, 6.45)","5.27 (3.29, 6.65)","5.46 (3.46, 6.99)","115.37 (12.43, 212.41)"
"Dunn County, Wisconsin",55033,"2.59 (1.95, 4.05)","2.93 (2.29, 4.34)","3.30 (2.65, 4.57)","3.97 (3.13, 5.11)","4.93 (3.40, 6.01)","5.48 (3.58, 6.86)","5.68 (3.62, 7.18)","5.89 (3.76, 7.50)","127.66 (16.77, 226.73)"
"Eau Claire County, Wisconsin",55035,"3.01 (2.30, 4.78)","3.36 (2.66, 5.20)","3.83 (3.13, 5.31)","4.52 (3.64, 5.77)","5.49 (3.87, 6.56)","6.22 (3.99, 7.57)","6.52 (4.17, 8.01)","6.90 (4.48, 8.57)","129.31 (16.43, 229.71)"
"Florence County, Wisconsin",55037,"3.30 (2.21, 5.34)","3.51 (2.49, 5.32)","3.84 (2.73, 5.45)","4.44 (3.19, 5.90)","5.29 (3.65, 7.00)","5.91 (3.75, 7.99)","5.96 (3.65, 8.34)","6.04 (3.59, 8.43)","82.98 (-11.41, 190.03)"
"Fond du Lac County, Wisconsin",55039,"2.36 (1.82, 3.63)","2.60 (2.08, 3.86)","2.94 (2.42, 4.02)","3.47 (2.78, 4.44)","4.38 (3.14, 5.17)","4.89 (3.20, 5.89)","5.09 (3.17, 6.24)","5.32 (3.43, 6.49)","125.62 (19.63, 221.32)"
"Forest County, Wisconsin",55041,"2.94 (2.15, 4.73)","3.20 (2.40, 4.81)","3.54 (2.76, 4.99)","4.12 (3.24, 5.39)","4.99 (3.49, 6.27)","5.45 (3.49, 7.00)","5.55 (3.41, 7.28)","5.77 (3.53, 7.65)","96.10 (-1.96, 194.75)"
"Grant County, Wisconsin",55043,"2.81 (2.13, 4.48)","3.05 (2.41, 4.54)","3.38 (2.74, 4.72)","4.00 (3.19, 5.08)","4.78 (3.32, 5.82)","5.16 (3.29, 6.43)","5.27 (3.31, 6.74)","5.45 (3.39, 6.95)","94.17 (-2.72, 180.54)"
"Green County, Wisconsin",55045,"2.61 (1.93, 4.18)","2.82 (2.17, 4.32)","3.11 (2.49, 4.38)","3.67 (2.86, 4.82)","4.40 (3.04, 5.41)","4.83 (3.05, 6.16)","5.02 (3.10, 6.49)","5.11 (3.12, 6.62)","96.05 (0.43, 189.98)"
"Green Lake County, Wisconsin",55047,"2.31 (1.70, 3.73)","2.50 (1.90, 3.88)","2.76 (2.15, 3.92)","3.28 (2.54, 4.26)","3.99 (2.75, 4.98)","4.41 (2.82, 5.67)","4.55 (2.78, 6.02)","4.81 (2.95, 6.48)","108.26 (4.00, 209.66)"
